V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,Briefing,part,mediagebruik_1,mediagebruik_2,mediagebruik_3,mediagebruik_4,mediagebruik_5,mediagebruik_6,mediagebruik_7,mediagebruik_8,mediagebruik_9,ugt_1,ugt_2,ugt_3,ugt_4,ugt_5,ugt_6,ugt_7,ugt_8,ugt_9,ugt_10,ugt_11,ugt_12,ugt_13,ugt_14,ugt_15,ugt_16,ugt_17,ugt_18,ugt_19,ugt_20,ugt_21,ugt_22,ugt_23,ugt_24,ugt_28,ugt_29,ugt_30,nfm_1,nfm_2,nfm_3,nfm_4,nfm_5,nfm_6,corona1,corona2_1,corona2_2,corona2_3,corona2_4,corona2_5,corona2_6,corona2_7,corona2_8,corona2_9,corona2_10,corona2_11,corona2_12,corona2_13,corona3,corona4_1,corona4_2,corona4_3,corona4_4,Alg_app_intro1,alg_app_intro2,alg_app1_1,alg_app1_2,alg_app1_3,alg_app1_4,alg_app2_1,alg_app2_2,alg_app2_3,alg_app2_4,alg_app3_1,alg_app3_2,alg_app3_3,alg_app3_4,alg_app4_1,alg_app4_2,alg_app4_3,alg_app4_4,alg_app5_1,alg_app5_2,alg_app5_3,alg_app5_4,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_6,trust_media_7,trust_media_8,trust_media_9,pol_ken1_1,pol_ken1_2,pol_ken1_3,pol_ken1_4,pol_ken1_5,pol_ken1_6,pol_ken1_7,pol_ken1_8,pol_ken1_9,pol_ken1_10,pol_ken1_11,pol_ken1_12,pol_ken1_13,pol_ken1_14,pol_ken2,pol_ken3,pol_efficacy_1,pol_efficacy_2,pol_efficacy_5,pol_int,elect_part1,elect_part2,elect_part3,elect_part3_TEXT,DK_check,DK1,DK2,DK3,DK4,DK5,DK6,DK7,Overconfidence,Age,Gender,Education,Education_TEXT,Debriefing,LocationLatitude,LocationLongitude,LocationAccuracy
R_2YIYtyIdqYBh6Sm,Default Response Set,Anonymous,,,62.194.207.217,0,2020-04-19T07:22:02Z,2020-04-19T07:27:50Z,1,1,1,0,3.5,0.7,0.27386127875258,1,1,2,7,7,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,5,4,covid19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,geen idee,1,1,1,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,5,5,5,6,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,5,5,5,2,5,5,90,,1,2,8,emily,9,1.05,5,47,7,28,1,3,,1,51.829803466797,4.3253936767578,-1
R_2aRESCJfEbR5zBP,Default Response Set,Anonymous,,,77.167.154.220,0,2020-04-19T07:37:03Z,2020-04-19T07:37:18Z,1,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,,NA,,NA,NA,,NA,52.673294067383,4.8504028320312,-1
R_BGiZ5OLVhHCMIqR,Default Response Set,Anonymous,,,83.83.167.84,0,2020-04-19T07:33:27Z,2020-04-19T07:49:06Z,1,4,0.66666666666667,0.25819888974716,7.5,0.83333333333333,0.25,1,1,0,6,5,5,5,6,5,0,5,7,5,5,5,5,4,6,4,7,5,6,2,2,2,2,2,2,1,1,2,2,4,4,2,2,2,3,2,4,3,2,5,6,Covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Loon op Zand,2,1,2,2,1,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,6,4,6,3,5,5,5,5,4,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,7,1,6,4,5,5,96,,1,eerste plaats,8,Emily,30,0.05,5 minuten,47 dagem,6,49,0,4,,1,52.019195556641,5.5372009277344,-1
R_2Vg0XuxAUrkTsPI,Default Response Set,Anonymous,,,84.24.144.120,0,2020-04-19T07:44:02Z,2020-04-19T07:51:55Z,1,0.5,0.5,0,0.5,0.5,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Zeker,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zeker,3,3,3,3,1,1,3,2,4,1,2,4,3,1,2,1,4,3,2,1,4,3,2,1,4,3,7,7,7,7,7,7,7,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,7,7,7,5,3,5,80,,1,Dongen,Zeker,Zeker,Zeker,Zeker,Zeker,Zeker,7,35,1,3,,1,51.635894775391,4.9263000488281,-1
R_1QARqwWag4ecC62,Default Response Set,Anonymous,,,77.169.123.198,0,2020-04-19T07:45:37Z,2020-04-19T07:52:54Z,1,0,0,0,4.5,0.75,0.27386127875258,1,1,7,4,7,0,0,7,6,7,0,7,1,1,7,7,7,7,7,7,7,1,1,1,7,1,7,1,7,7,1,1,7,7,6,7,5,2,7,5,5,4,5,6,Covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Weet ik niet,2,1,3,3,1,1,2,1,4,3,3,1,4,2,3,2,4,1,3,4,1,2,3,2,4,1,1,5,4,7,1,7,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,7,1,7,3,4,4,83,,1,Eerste plaats,7,Wat,Weet ik niet,1.10,100 min,Weet ik niet,4,18,1,4,,1,51.960601806641,5.9730072021484,-1
R_vNb66yE0W2mKPuN,Default Response Set,Anonymous,,,84.29.191.19,0,2020-04-19T07:42:52Z,2020-04-19T07:57:10Z,1,2,0.66666666666667,0.28867513459481,4,0.8,0.27386127875258,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,Geen idee,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,Geen idee,2,1,2,1,1,1,4,1,3,2,1,2,3,4,2,1,3,4,3,2,1,4,1,2,3,4,1,3,3,3,3,3,3,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,3,3,3,2,5,5,95,,1,De eerste,7,Juni,9,10 cent,1 minuut,24,5,52,0,5,,1,51.755706787109,5.7384948730469,-1
R_1hYcDR3qa138osX,Default Response Set,Anonymous,,,85.145.95.57,0,2020-04-19T07:58:43Z,2020-04-19T08:04:02Z,1,0,0,0,4,1,0,1,1,7,6,6,4,6,7,7,5,4,6,5,4,5,6,7,7,7,7,7,6,6,5,5,5,4,5,5,6,7,7,7,6,5,4,4,6,7,7,5,6,7,5,Covid-19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Tilburg,2,1,1,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,3,2,4,1,3,2,4,7,6,5,4,5,6,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,7,4,6,3,3,3,85,,1,AJuhja,qtq3wfasg,jaeytawf,gahaea,atwagda,ahanabea,gabgawt,5,21,0,5,,1,52.115203857422,5.1203002929688,-1
R_1lfRjQsACOw96pp,Default Response Set,Anonymous,,,86.91.219.151,0,2020-04-19T08:11:24Z,2020-04-19T08:14:27Z,1,1,0.5,0,4.5,0.75,0.27386127875258,1,1,5,4,3,3,3,2,3,2,2,4,4,3,3,3,4,4,2,3,4,3,6,3,3,2,4,3,3,3,5,3,3,2,4,3,2,1,5,3,3,2,6,4,Corona,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Italie,1,1,2,2,1,1,2,4,3,1,3,1,2,4,2,3,1,4,2,3,1,4,2,3,1,4,6,6,4,5,4,2,5,4,5,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,3,4,4,4,80,,2,,,,,,,,NA,24,1,5,,1,51.839401245117,4.3556976318359,-1
R_6Ket7muSY1yQek1,Default Response Set,Anonymous,,,213.127.79.140,0,2020-04-19T08:07:48Z,2020-04-19T08:17:54Z,1,1.5,0.5,0,4,0.8,0.27386127875258,1,1,0,2,7,7,0,0,7,0,4,4,5,7,7,7,7,7,7,7,7,7,1,1,5,1,4,1,3,4,3,5,2,2,7,7,2,3,4,4,2,2,2,3,Covid-19,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,Ergens in Brabant,2,1,1,1,1,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,7,4,5,5,5,5,4,4,5,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,99,0,4,6,4,2,5,5,80,,1,Tweede,8,Emily,0.3,0.05,5 min,47,6,29,0,4,,1,52.356399536133,4.8802032470703,-1
R_1f16js2VOmEwTce,Default Response Set,Anonymous,,,213.127.82.228,0,2020-04-19T08:11:59Z,2020-04-19T08:20:49Z,1,2.5,0.625,0.25,6,0.85714285714286,0.24397501823713,1,1,0,3,1,5,6,1,5,1,4,5,3,4,4,3,3,4,5,4,4,5,5,5,6,3,4,4,4,6,4,7,7,4,3,5,5,3,5,5,4,6,3,5,COVID-19,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,Brabant,2,1,2,2,1,1,3,1,4,2,3,2,4,1,4,2,3,1,4,1,3,2,4,3,1,2,5,4,5,5,6,4,3,3,4,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,5,4,5,3,5,5,83,,1,2e,8,Emily,0,"0,18 EUR",5,47,6,18,0,4,,1,52.078796386719,5.1347045898438,-1
R_3prnFjidPSgb9Q9,Default Response Set,Anonymous,,,82.217.125.125,0,2020-04-19T08:32:27Z,2020-04-19T08:55:01Z,1,3.5,0.7,0.27386127875258,5.5,0.78571428571429,0.26726124191242,1,1,0,1,1,5,5,5,3,0,2,3,2,3,2,6,6,6,5,5,4,5,1,2,4,1,3,2,7,6,4,7,5,5,1,5,1,1,2,3,2,3,4,4,Covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,3,2,2,1,1,3,2,4,1,2,3,4,1,3,4,2,1,3,2,4,1,3,2,4,1,5,6,5,2,5,6,4,6,6,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,3,4,2,3,5,5,89,,1,eerste,8,Emily,270,0.05,5,47,6,21,0,2,,1,52.097305297852,5.0951995849609,-1
R_2z5wIG9fj6VUVLB,Default Response Set,Anonymous,,,213.34.248.45,0,2020-04-19T09:11:21Z,2020-04-19T09:22:11Z,1,0.5,0.5,0,7,0.77777777777778,0.26352313834736,1,1,0,5,0,2,2,0,7,0,4,2,2,2,2,5,5,4,4,5,3,4,3,1,1,1,1,1,3,2,1,3,1,1,4,1,1,1,5,4,1,1,3,3,COVID-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,2,3,4,1,1,3,4,2,4,2,1,3,4,2,1,3,4,1,2,3,7,5,3,5,4,2,5,4,3,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,99,99,2,4,2,2,5,5,80,,1,Tweede,8,Emily,0,0.05,5 min.,47,6,19,1,5,,1,51.283706665039,4.0540924072266,-1
R_2Tq1xOK9XtK96k7,Default Response Set,Anonymous,,,85.144.251.188,0,2020-04-19T09:27:32Z,2020-04-19T09:40:24Z,1,0.5,0.5,0,3.5,0.7,0.27386127875258,1,1,3,3,6,3,3,3,3,4,4,4,4,4,5,4,3,4,5,5,5,4,6,4,5,6,5,3,3,5,5,5,4,5,5,5,5,5,3,4,4,5,4,3,Covid19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,Wuhan,1,1,3,1,1,1,3,4,2,1,3,2,4,1,4,2,3,1,3,1,4,2,2,4,3,1,5,4,4,4,4,4,4,4,4,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,99,4,4,4,3,3,2,NA,,1,1,8,Juni,3,0.10,50,24,5,33,1,3,,1,52.199401855469,5.3739929199219,-1
R_2YPLUznTfF3haxw,Default Response Set,Anonymous,,,143.179.54.126,0,2020-04-19T09:45:31Z,2020-04-19T09:58:12Z,1,1.5,0.5,0,3.5,0.7,0.27386127875258,1,1,2,7,3,7,7,2,5,1,6,6,2,7,7,7,7,7,7,7,7,5,1,1,5,1,5,4,5,4,6,5,5,5,7,6,4,1,3,3,4,4,7,7,Coivd19,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Hoofddorp,1,1,2,1,1,1,1,3,2,4,1,2,4,3,4,3,1,2,1,2,3,4,3,2,4,1,6,7,5,5,3,4,3,7,7,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0,0,6,1,6,3,5,5,89,,1,Eerste,8,June,"0,3",0.10,20,24,4,33,0,5,,1,51.922103881836,4.4499969482422,-1
R_1mOFEVjSSPUXVpq,Default Response Set,Anonymous,,,62.194.204.166,0,2020-04-19T09:54:39Z,2020-04-19T10:08:01Z,1,0,0,0,5.5,0.78571428571429,0.26726124191242,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,1,7,2,COVID-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,"Sorry, maar dat weet ik niet.",2,3,2,2,1,1,4,1,3,2,4,1,3,2,4,2,3,1,4,1,2,3,4,1,3,2,1,7,7,2,7,1,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,1,7,1,2,5,5,89,,1,Eerste plaats,8 schapen,Juni,270,5 cent,100 minuten,24,6,22,0,1,,1,52.043395996094,5.6773071289062,-1
R_1OOWipewxNl3ij5,Default Response Set,Anonymous,,,84.28.65.79,0,2020-04-19T10:24:13Z,2020-04-19T10:30:10Z,1,0.5,0.5,0,3.5,0.7,0.27386127875258,1,1,1,2,3,3,3,4,5,4,5,2,3,3,5,4,4,3,4,5,4,3,4,4,5,4,4,4,3,4,3,3,5,3,4,5,4,4,3,3,4,5,4,4,convid-19,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,loon op zand,2,2,3,1,1,1,3,1,2,4,2,1,3,4,1,3,2,4,1,3,2,4,1,3,2,4,2,3,5,3,4,3,4,3,5,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,0,2,3,3,3,3,1,NA,,1,2,8,emily,9,0.05,100,96,4,20,0,4,,1,51.815200805664,4.9499969482422,-1
R_31yp9gi3Q9c0FjQ,Default Response Set,Anonymous,,,86.91.144.181,0,2020-04-19T10:27:00Z,2020-04-19T10:31:27Z,1,0,0,0,2,0.66666666666667,0.28867513459481,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,6,7,7,7,7,6,4,2,7,Covid,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Breda,1,1,1,1,1,1,4,1,2,3,4,1,2,3,2,3,4,1,1,4,2,3,4,1,2,3,7,7,7,7,7,6,7,6,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,6,7,7,5,5,5,86,,1,1,8,Juni,30,10,5,39,4,35,0,5,,1,51.503799438477,3.8921051025391,-1
R_3MiDZ01yaognWqX,Default Response Set,Anonymous,,,143.179.28.7,0,2020-04-19T10:28:10Z,2020-04-19T10:37:44Z,1,2,0.66666666666667,0.28867513459481,2.5,0.625,0.25,1,1,0,2,3,5,6,4,7,5,6,1,3,3,3,3,3,3,2,1,2,2,3,2,2,2,2,3,3,3,5,2,2,3,2,2,1,1,2,2,4,5,4,2,Co19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,1,1,1,3,1,1,1,2,4,3,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,2,3,3,4,3,4,3,4,5,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,99,1,3,1,2,1,2,2,NA,,1,1ste,7,Emily,30,10,2500,24,5,40,1,1,,1,52.338500976562,4.9167938232422,-1
R_3exnuaXVVRBkHxo,Default Response Set,Anonymous,,,94.210.2.93,0,2020-04-19T10:34:45Z,2020-04-19T10:46:35Z,1,1,0.5,0,5,0.83333333333333,0.25819888974716,1,1,0,7,0,7,7,7,7,0,4,1,1,5,4,7,7,7,7,7,7,7,1,1,4,1,3,4,4,3,1,1,1,4,4,4,3,1,3,7,1,1,1,3,Covid-19,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,Tilburg,2,2,2,2,1,1,2,3,4,1,1,3,4,2,2,3,4,1,2,3,4,1,2,3,4,1,7,4,4,1,4,1,1,3,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,99,0,5,2,4,3,5,5,82,,1,Eerste,8,Juni,"0,9",0,25 minuten,47,7,30,0,4,,1,52.075805664062,4.3522033691406,-1
R_3oEMj8nTVNZz4nk,Default Response Set,Anonymous,,,77.249.184.182,0,2020-04-19T10:54:35Z,2020-04-19T11:06:45Z,1,0,0,0,4.5,0.75,0.27386127875258,1,1,0,3,2,7,7,0,0,0,2,1,5,1,1,5,5,1,4,5,5,5,1,1,4,1,1,1,3,3,1,3,1,1,5,4,1,1,7,4,1,1,1,1,Covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,2,2,3,1,1,2,1,4,3,2,1,4,3,1,2,3,4,3,4,2,1,3,2,4,1,5,7,1,7,1,4,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,0,5,7,2,2,4,4,86,,1,2,8,July,27000,0.10,5 minuten,47,5,20,0,3,,1,52.422607421875,4.8986968994141,-1
R_2wtVt16wdLRTdMN,Default Response Set,Anonymous,,,213.46.158.133,0,2020-04-19T11:08:36Z,2020-04-19T11:24:05Z,1,4,0.66666666666667,0.25819888974716,6.5,0.8125,0.25877458475338,1,1,1,7,5,7,5,0,3,0,4,4,5,4,6,5,5,4,4,5,4,5,3,3,3,5,2,4,2,4,4,3,2,2,4,4,4,5,5,4,3,2,4,4,Covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,Tilburg,2,1,2,2,1,1,2,3,4,1,1,3,4,2,4,2,3,1,4,2,3,1,4,3,2,1,5,6,4,5,3,2,2,4,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,4,5,3,3,5,5,82,,1,De tweede plaats,8,Emily,30,10 cent,5,47 dagen,5,36,1,5,,1,52.449005126953,4.8466949462891,-1
R_2SxL5a3g6WRIioV,Default Response Set,Anonymous,,,89.205.135.255,0,2020-04-19T11:27:47Z,2020-04-19T11:38:38Z,1,2,0.66666666666667,0.28867513459481,6,0.85714285714286,0.24397501823713,1,1,0,2,7,1,1,4,3,6,0,1,7,5,5,7,7,7,7,5,6,7,7,4,4,1,2,4,1,1,2,2,4,4,7,7,7,7,7,7,4,3,2,7,Covid-19,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,Limburg,2,1,2,2,1,1,3,4,2,1,4,3,2,1,4,2,3,1,1,2,3,4,1,2,3,4,1,4,5,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,99,1,4,4,4,1,1,2,NA,,1,Tweede plaats,8,Emily,27000,0.10,100 min,24,6,19,1,1,,1,52.256805419922,5.2250061035156,-1
R_1K7Gfbb5YVizdem,Default Response Set,Anonymous,,,85.148.36.121,0,2020-04-19T11:26:55Z,2020-04-19T11:38:51Z,1,1,1,0,6.5,0.8125,0.25877458475338,1,1,0,4,0,7,7,0,2,0,1,2,5,5,5,6,6,6,6,7,7,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,4,3,5,6,6,Covid 19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,In brabant,2,1,2,2,1,1,1,2,3,4,4,1,2,3,1,3,4,2,4,2,1,3,2,1,3,4,1,1,7,3,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,7,4,3,5,5,86,,1,Tweede,8,EMILY,0,"0,10",5 minuten,47,6,41,0,3,,1,51.607406616211,4.8027038574219,-1
R_1HoS7Naisf9ZYy9,Default Response Set,Anonymous,,,86.88.119.176,0,2020-04-19T11:45:27Z,2020-04-19T11:50:21Z,1,2,0.66666666666667,0.28867513459481,5,0.83333333333333,0.25819888974716,1,1,3,4,2,1,7,7,7,7,7,7,4,2,1,5,3,5,5,5,6,7,6,7,7,6,7,7,7,7,7,6,4,5,4,2,4,2,5,3,1,5,5,6,Covid-19,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,3,1,1,2,1,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,3,1,3,2,4,4,4,7,6,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,4,2,1,3,3,3,81,,1,Vvd,8,Emily,.27,.05,100,Fd,3,27,0,4,,1,52.245498657227,4.8256072998047,-1
R_28TYLKoBXBtHkqf,Default Response Set,Anonymous,,,82.74.22.160,0,2020-04-19T11:54:34Z,2020-04-19T12:05:00Z,1,2.5,0.625,0.25,6.5,0.8125,0.25877458475338,1,1,0,7,7,7,7,1,6,0,1,3,5,6,6,6,6,5,6,7,5,5,3,2,3,2,3,1,1,1,1,2,2,2,4,4,1,4,1,3,1,1,1,5,COVID-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,2,6,2,6,5,4,5,4,4,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,4,4,2,3,4,4,89,,1,Tweede,8,Emily,1,"0,05",5,47,6,41,0,4,,1,53.014495849609,6.5861968994141,-1
R_1OkkLo83MTpy0Ws,Default Response Set,Anonymous,,,83.82.223.173,0,2020-04-19T12:06:33Z,2020-04-19T12:22:35Z,1,1.5,0.5,0,6,0.75,0.26726124191242,1,1,7,7,4,4,4,0,7,1,3,5,7,6,6,6,7,7,6,6,5,5,2,2,3,4,6,3,3,3,4,4,3,5,5,3,2,2,4,4,3,3,3,4,Covid19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Dordrecht,2,2,2,2,1,1,3,1,4,2,3,1,4,2,2,3,4,1,3,1,4,2,2,3,4,1,3,6,5,4,5,4,6,5,4,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,4,5,2,2,5,5,89,,1,Tweede,8,Emily,.9,.10,20,24,5,54,0,3,,1,51.948699951172,4.8489074707031,-1
R_WdLtMudcin07Gmd,Default Response Set,Anonymous,,,77.161.123.218,0,2020-04-19T12:23:20Z,2020-04-19T12:40:24Z,1,0.5,0.5,0,4,0.8,0.27386127875258,1,1,4,4,2,7,7,5,7,0,4,3,4,5,5,5,5,5,4,6,4,4,3,3,5,3,3,3,3,3,3,3,4,3,5,5,5,4,3,3,3,3,4,5,Covid,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,2,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,5,5,4,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,99,99,5,3,5,3,5,5,96,,1,2,8,Emily,0,"0,15",5,0,3,26,1,4,,1,51.912704467773,5.8392944335938,-1
R_1NCi1lQ7e0AxfZu,Default Response Set,Anonymous,,,213.127.58.143,0,2020-04-19T12:36:06Z,2020-04-19T12:46:53Z,1,0,0,0,7,0.77777777777778,0.26352313834736,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Haarle,2,1,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,1,1,1,1,1,1,NA,,1,Tweede,8,Emily,30cm3,0.10,200seconden,24,2,20,0,3,,1,52.096694946289,5.1136932373047,-1
R_2togQEHHVDe0kEk,Default Response Set,Anonymous,,,94.215.154.173,0,2020-04-19T12:39:35Z,2020-04-19T13:04:16Z,1,1.5,0.5,0,7,0.77777777777778,0.26352313834736,1,1,5,7,5,2,0,0,4,0,5,2,1,4,5,3,4,6,4,6,4,6,2,2,1,2,2,1,2,2,2,2,3,1,4,3,2,3,3,4,2,3,3,3,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,4,2,3,1,1,2,3,4,4,2,3,1,2,4,3,1,4,2,3,1,3,5,4,4,5,4,4,5,3,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,5,3,3,3,5,5,87,,1,2,8,Emily,O,5 cent,5 minuten,47 dagen,6,47,0,3,,1,52.565704345703,5.9367065429688,-1
R_1gRVzMcNodtirX6,Default Response Set,Anonymous,,,80.61.22.76,0,2020-04-19T13:16:51Z,2020-04-19T13:22:42Z,1,1,1,0,1,1,0,1,1,1,4,2,4,1,6,1,3,3,2,4,2,5,2,6,3,6,2,4,5,2,6,2,5,6,4,4,6,1,3,7,3,7,4,5,7,2,4,2,4,5,6,y8ggy,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,hhubhjbknjm,1,3,2,3,1,1,1,2,4,3,1,2,4,3,2,1,3,4,1,3,2,4,1,3,4,2,2,6,5,5,3,7,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,4,6,4,3,3,4,84,,2,,,,,,,,NA,20,0,6,rgrf,1,52.181304931641,5.3025054931641,-1
