V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,Briefing,part,mediagebruik_1,mediagebruik_2,mediagebruik_3,mediagebruik_4,mediagebruik_5,mediagebruik_6,mediagebruik_7,mediagebruik_8,mediagebruik_9,ugt_1,ugt_2,ugt_3,ugt_4,ugt_5,ugt_6,ugt_7,ugt_8,ugt_9,ugt_10,ugt_11,ugt_12,ugt_13,ugt_14,ugt_15,ugt_16,ugt_17,ugt_18,ugt_19,ugt_20,ugt_21,ugt_22,ugt_23,ugt_24,ugt_28,ugt_29,ugt_30,nfm_1,nfm_2,nfm_3,nfm_4,nfm_5,nfm_6,corona1,corona2_1,corona2_2,corona2_3,corona2_4,corona2_5,corona2_6,corona2_7,corona2_8,corona2_9,corona2_10,corona2_11,corona2_12,corona2_13,corona3,corona4_1,corona4_2,corona4_3,corona4_4,Alg_app_intro1,alg_app_intro2,alg_app1_1,alg_app1_2,alg_app1_3,alg_app1_4,alg_app2_1,alg_app2_2,alg_app2_3,alg_app2_4,alg_app3_1,alg_app3_2,alg_app3_3,alg_app3_4,alg_app4_1,alg_app4_2,alg_app4_3,alg_app4_4,alg_app5_1,alg_app5_2,alg_app5_3,alg_app5_4,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_6,trust_media_7,trust_media_8,trust_media_9,pol_ken1_1,pol_ken1_2,pol_ken1_3,pol_ken1_4,pol_ken1_5,pol_ken1_6,pol_ken1_7,pol_ken1_8,pol_ken1_9,pol_ken1_10,pol_ken1_11,pol_ken1_12,pol_ken1_13,pol_ken1_14,pol_ken2,pol_ken3,pol_efficacy_1,pol_efficacy_2,pol_efficacy_5,pol_int,elect_part1,elect_part2,elect_part3,elect_part3_TEXT,DK_check,DK1,DK2,DK3,DK4,DK5,DK6,DK7,Overconfidence,Age,Gender,Education,Education_TEXT,Debriefing,LocationLatitude,LocationLongitude,LocationAccuracy
R_2QfWIb5T2ZDZV20,Default Response Set,Anonymous,,,80.115.97.129,0,2020-04-17T03:47:38Z,2020-04-17T04:00:41Z,1,2.5,0.625,0.25,7,0.77777777777778,0.26352313834736,1,1,7,7,2,4,3,0,0,0,5,3,4,2,2,3,3,3,3,3,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,1,1,2,Covid 19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Wuhan,2,1,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,5,6,3,5,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,4,3,4,3,5,5,85,,1,Eerste,8,Dat weet je niet,"0,27",10 cent,Vijf,47,5,50,1,4,,1,53.215698242188,6.2765960693359,-1
R_22t8pOkfcxB0DFT,Default Response Set,Anonymous,,,84.87.155.114,0,2020-04-17T04:05:22Z,2020-04-17T04:11:19Z,1,0,0,0,1,1,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Ja,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Ja,1,1,1,1,1,1,1,2,3,4,1,2,3,4,3,1,2,4,1,3,2,4,2,1,3,4,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,7,7,7,5,5,5,91,,1,Ja,Ja,Ja,Ja,Ja,Ja,Ja,7,Ja,1,5,,1,51.792205810547,4.6992950439453,-1
R_0HxiP9NZGrBJ6wh,Default Response Set,Anonymous,,,85.146.122.255,0,2020-04-17T04:12:52Z,2020-04-17T04:18:34Z,1,0.5,0.5,0,0.5,0.5,0,1,1,3,3,2,3,2,3,4,4,3,2,3,3,3,6,6,5,6,6,5,5,6,5,5,5,4,5,4,5,5,5,5,5,5,4,3,2,7,7,7,7,7,7,op 11 februari is coronavirus gekomen in Nederland,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,avsd,3,3,3,3,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,3,4,3,4,4,4,4,7,6,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,0,2,4,4,3,2,3,86,,1,avatar is en film,poep is en poep,jij bent en ezel,ok ok ik ben en mens,bimol,fuck,shit up,7,23,0,5,,1,51.889495849609,4.4680938720703,-1
R_2axWoKiH0iXBw14,Default Response Set,Anonymous,,,84.29.145.29,0,2020-04-17T04:12:53Z,2020-04-17T04:24:13Z,1,4,0.66666666666667,0.25819888974716,6,0.85714285714286,0.24397501823713,1,1,0,0,0,7,7,4,3,1,2,5,5,5,4,6,6,7,7,7,5,7,2,3,4,2,3,4,4,2,2,4,4,4,3,5,3,5,4,3,2,2,3,4,Covid-19,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,Tilburg,2,1,2,2,1,1,4,2,3,1,4,2,3,1,4,2,3,1,1,2,4,3,1,2,3,4,7,2,6,1,6,4,7,5,3,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,7,1,6,4,5,5,89,,1,Eerste,8,onbekend,2.7m3,0.10,5,47,6,21,0,5,,1,51.738693237305,5.8610992431641,-1
R_bmDbW9Pranj8FEd,Default Response Set,Anonymous,,,89.98.122.149,0,2020-04-17T04:18:17Z,2020-04-17T04:27:07Z,1,1,0.5,0,5,0.83333333333333,0.25819888974716,1,1,2,4,3,4,4,4,2,0,3,4,4,4,4,4,4,4,5,3,4,5,4,5,5,3,4,2,4,2,4,2,4,4,5,4,5,1,3,4,3,5,5,5,Covid-19,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,Loon op zand,1,1,2,3,1,1,1,2,3,4,1,2,3,4,4,1,2,3,1,3,2,4,2,3,4,1,4,4,3,3,4,5,6,6,3,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,99,99,4,5,1,3,3,3,96,,1,Tweede,8,Emily,0.3 kubieke meter,5 cent,5 min,47 dagen,7,21,0,3,,1,51.418594360352,5.4671936035156,-1
R_b47DnpcTjTrNhHX,Default Response Set,Anonymous,,,212.182.190.242,0,2020-04-17T04:17:25Z,2020-04-17T04:27:34Z,1,1,0.5,0,6.5,0.8125,0.25877458475338,1,1,0,7,7,7,7,4,7,0,0,6,7,7,7,7,7,5,4,6,4,5,2,1,4,1,1,1,5,3,6,6,3,2,4,1,1,1,1,3,2,1,1,7,Covid 19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Weet ik niet,2,1,2,2,1,1,2,4,3,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,6,2,5,4,4,4,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,99,99,3,5,2,2,4,2,NA,,1,Tweede,8,Emily,0.3,"0,10",500,24,3,55,1,1,,1,52.072906494141,4.2713012695312,-1
R_1guKbs2n9SNfWah,Default Response Set,Anonymous,,,84.82.190.111,0,2020-04-17T04:17:21Z,2020-04-17T04:29:11Z,1,2,0.66666666666667,0.28867513459481,7.5,0.83333333333333,0.25,1,1,0,5,5,7,7,6,4,5,5,4,4,5,6,7,6,3,3,4,4,5,5,3,3,3,4,6,3,3,6,4,4,5,5,7,5,5,5,3,5,5,5,4,covid19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,loon op zand,2,1,2,2,1,1,1,2,3,4,3,2,1,4,3,1,2,4,4,1,2,3,2,1,4,3,5,5,4,5,5,4,3,4,5,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,4,4,3,2,5,5,89,,1,2,8,juni,2700,0.9,5,12,5,36,0,4,,1,51.686004638672,5.1204071044922,-1
R_3rOJ8yaQKGQl4jF,Default Response Set,Anonymous,,,84.26.50.84,0,2020-04-17T04:24:15Z,2020-04-17T04:33:35Z,1,0,0,0,5.5,0.78571428571429,0.26726124191242,1,1,0,4,0,0,0,0,0,0,3,4,4,4,4,4,7,4,4,4,4,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,2,3,Novel Coronavirus,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,3,4,4,3,6,5,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,0,5,4,4,1,3,3,95,,1,2,8,June,0,.10,0.05,"leliebladen zijn rond, kunnen noooit het hele meer bedekken",5,35,0,4,,1,50.826797485352,5.7245941162109,-1
R_3m45LNXqvPbjv8O,Default Response Set,Anonymous,,,82.74.159.189,0,2020-04-17T04:30:09Z,2020-04-17T04:38:49Z,1,4,0.66666666666667,0.25819888974716,6.5,0.8125,0.25877458475338,1,1,5,4,4,5,5,4,5,4,4,5,4,5,4,5,5,6,4,6,5,5,5,6,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,4,4,5,4,4,Covid19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Geen idee,2,1,2,2,1,1,3,2,4,1,2,4,3,1,4,2,3,1,3,2,4,1,2,3,4,1,5,4,5,5,5,4,5,5,5,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,4,5,4,5,5,95,,1,Tweede,8,Juni,30,10 cent,5 minuten,24,7,33,0,3,,1,52.290802001953,6.8106994628906,-1
R_1NzAMN7vs3hC0ys,Default Response Set,Anonymous,,,62.194.207.217,0,2020-04-17T04:32:35Z,2020-04-17T04:42:42Z,1,0,0,0,7,0.77777777777778,0.26352313834736,1,1,3,7,7,7,3,3,7,0,2,5,7,7,7,6,6,6,6,7,6,6,1,4,4,1,4,4,1,6,1,4,1,4,6,7,1,4,5,6,1,3,5,6,covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,brabant,2,1,2,2,1,1,1,2,3,4,1,2,3,4,3,2,4,1,2,3,4,1,2,1,4,3,4,5,5,5,6,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,5,2,2,4,4,90,,1,2e,8,emily,9,0.05,5,24,7,51,1,3,,1,51.829803466797,4.3253936767578,-1
R_3koK2wMjVGcEjSO,Default Response Set,Anonymous,,,31.201.210.40,0,2020-04-17T04:38:18Z,2020-04-17T04:43:25Z,1,0.5,0.5,0,1.5,0.75,0.35355339059327,1,1,0,1,2,3,4,5,6,5,4,1,2,3,4,5,6,7,6,5,4,3,2,1,2,3,4,5,6,7,6,6,6,6,5,7,5,4,1,2,3,4,6,6,weer rr,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,tilburg,1,2,2,3,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,3,2,4,2,3,4,1,1,2,4,2,5,4,7,4,7,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,5,6,4,3,4,85,,1,2,8,Emily,270000cm,1.60,100,yy,6,25,0,5,,1,52.093200683594,5.064697265625,-1
R_1Ltmzqq1F7kWm9U,Default Response Set,Anonymous,,,87.214.20.12,0,2020-04-17T04:23:27Z,2020-04-17T04:53:59Z,1,3,0.6,0.22360679774998,5.5,0.78571428571429,0.26726124191242,1,1,6,7,0,6,7,0,0,0,7,5,6,6,6,6,6,6,6,6,6,6,4,2,2,2,2,4,1,1,2,2,1,1,4,2,1,1,1,2,2,1,1,2,Covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Tilburg?,2,1,2,3,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,6,6,4,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,6,4,4,4,5,5,88,,1,één,8,Emily,30cm3,0.1,100min,Een enquete invullen ois leuk maar een iq test heb ik geen zin in!,4,69,0,3,,1,52.965194702148,5.9174957275391,-1
R_ZfU8Uuns2I2mp2x,Default Response Set,Anonymous,,,109.36.133.116,0,2020-04-17T04:46:48Z,2020-04-17T04:57:22Z,1,1,0.5,0,4.5,0.75,0.27386127875258,1,1,7,7,5,7,7,5,5,4,6,5,7,7,7,7,7,7,7,7,7,7,6,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,Covid 19,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Brabant,1,1,2,1,1,1,1,2,3,4,2,3,1,4,1,2,3,4,2,1,3,4,1,3,2,4,5,7,4,4,4,4,4,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,99,0,5,5,5,4,5,5,89,,1,2,8,Juni,30,9,10,6,4,31,0,3,,1,51.917892456055,4.4900970458984,-1
R_ALGt3weYIctHOMh,Default Response Set,Anonymous,,,82.173.100.184,0,2020-04-17T04:46:42Z,2020-04-17T05:07:21Z,1,1,0.5,0,6.5,0.8125,0.25877458475338,1,1,0,7,7,3,2,0,3,0,5,3,3,1,3,4,5,3,3,4,6,5,2,1,1,1,1,4,1,1,1,2,1,1,2,4,5,4,3,3,5,4,5,4,Covid 19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,Loon op zand,2,2,2,2,1,1,2,3,4,1,3,2,4,1,2,3,4,1,3,2,4,1,2,3,4,1,6,7,3,5,1,4,2,3,5,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,99,0,4,5,2,3,4,5,80,,1,2,8,Emily,0,€0'10,500,24,6,46,0,1,,1,51.556701660156,5.0789031982422,-1
R_3psc5Xh1QHAaaAu,Default Response Set,Anonymous,,,80.60.62.132,0,2020-04-17T05:12:59Z,2020-04-17T05:17:56Z,1,0.5,0.5,0,2,0.66666666666667,0.28867513459481,1,1,2,4,3,2,3,1,3,5,5,2,3,4,3,4,5,4,2,2,4,3,2,5,4,5,4,4,4,4,3,4,3,2,3,3,2,4,2,3,2,5,5,5,Gfkfcjgcvjj,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Kjbbfhb,1,3,2,1,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,5,6,5,6,4,4,4,5,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,0,3,6,4,2,3,3,85,,1,Kgckfvivh,Ohvkbcub,Jsjsbdbbd,Kdndndkd,Jzjdbdksb,Hsjsbsj,Osjndjdn,5,32,1,4,,1,51.894104003906,5.414794921875,-1
R_2Ys5rrYrBMBvxNo,Default Response Set,Anonymous,,,89.205.224.67,0,2020-04-17T05:04:38Z,2020-04-17T05:18:04Z,1,0,0,0,5,0.83333333333333,0.25819888974716,1,1,0,7,0,0,1,0,0,0,0,4,1,2,3,1,1,4,2,3,1,4,4,1,3,2,1,1,3,3,1,3,3,2,4,5,1,1,2,4,2,1,1,3,Covid-19,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,Limburg,2,2,2,2,1,1,4,1,3,2,4,1,3,2,4,2,3,1,4,2,3,1,4,2,3,1,4,5,3,3,4,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,3,4,2,1,1,4,85,,1,Tweede,8,Emily,0.000009,€0.05,100 min.,47,6,18,1,3,,1,52.156402587891,4.4897003173828,-1
R_1pzBqvFxhbIGtRS,Default Response Set,Anonymous,,,77.173.62.237,0,2020-04-17T05:13:34Z,2020-04-17T05:32:04Z,1,2,0.66666666666667,0.28867513459481,5.5,0.78571428571429,0.26726124191242,1,1,2,7,1,5,2,0,0,0,0,1,2,5,4,3,5,3,5,5,4,6,2,1,1,1,3,1,5,5,4,3,2,2,5,3,1,1,4,6,4,2,5,6,covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,loon op zand,3,2,2,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,4,5,5,3,4,4,4,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,0,3,5,1,1,5,5,96,,1,eerste,8,juni,"0,27","0,10",100,47,5,74,0,2,,1,52.2666015625,5.1802062988281,-1
R_5ckE2bwIvcQsW7T,Default Response Set,Anonymous,,,86.80.140.59,0,2020-04-17T05:36:16Z,2020-04-17T05:39:35Z,1,0.5,0.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,ja,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,ja,1,1,1,1,1,1,1,2,3,4,1,2,3,4,1,2,3,4,3,1,4,2,3,1,4,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,NA,,2,,,,,,,,NA,22,0,1,,1,52.118499755859,5.0885009765625,-1
R_3WXHQKz5HHOcOVX,Default Response Set,Anonymous,,,82.173.100.184,0,2020-04-17T05:33:52Z,2020-04-17T05:44:48Z,1,2.5,0.625,0.25,7,0.875,0.23145502494314,1,1,0,7,7,3,2,2,3,1,3,4,3,5,4,4,5,6,6,6,6,6,4,2,1,1,1,3,1,1,1,1,1,1,4,3,2,4,2,4,1,1,2,2,Covid 19,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Loon op zand,2,1,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,6,6,4,5,2,4,3,2,2,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,99,1,7,3,2,3,4,4,84,,1,2,8,Emily,0,"€0,10",500,24,7,46,0,2,,1,51.556701660156,5.0789031982422,-1
R_2eW50Wl1cp2CRbm,Default Response Set,Anonymous,,,94.211.196.101,0,2020-04-17T05:41:40Z,2020-04-17T05:48:08Z,1,2,0.66666666666667,0.28867513459481,6.5,0.8125,0.25877458475338,1,1,4,5,4,5,4,4,3,4,4,4,5,4,3,4,4,4,5,5,4,5,4,4,4,5,4,5,5,5,5,5,4,6,4,6,4,5,5,4,5,4,5,4,COVID-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Zwolle,2,1,2,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,5,4,5,5,5,4,4,5,4,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0,1,5,5,5,2,4,3,80,,1,de eerste plaats,8,Emily,3,0.10,25,24,6,23,0,1,,1,52.957305908203,4.7729034423828,-1
R_333bFUYm0uUdtWl,Default Response Set,Anonymous,,,143.179.23.231,0,2020-04-17T05:56:32Z,2020-04-17T06:00:57Z,1,0,0,0,5,0.71428571428571,0.26726124191242,1,1,2,2,2,2,2,2,2,2,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,3,3,4,3,3,3,3,3,3,3,?,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,?,2,2,2,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,3,1,2,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,4,4,4,3,3,3,96,,2,,,,,,,,NA,29,1,3,,1,51.924896240234,4.5222930908203,-1
R_aVMiKtcw31Z91SN,Default Response Set,Anonymous,,,188.200.77.25,0,2020-04-17T05:51:57Z,2020-04-17T06:03:12Z,1,3,0.6,0.22360679774998,7.5,0.83333333333333,0.25,1,1,1,7,0,7,7,0,0,0,4,6,6,5,5,5,6,6,5,6,4,5,3,3,5,3,2,5,4,4,4,4,5,5,6,5,4,4,5,3,2,2,4,4,Covid-19,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Loon op zand,2,1,2,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,2,1,3,4,1,2,3,4,6,6,5,3,4,5,4,6,6,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,6,5,4,3,4,5,89,,1,Eerste,8,Juni,"2,7","0,30",100 minuten,47,6,54,0,4,,1,51.881393432617,5.1085052490234,-1
R_pQypFeZCrjeMPER,Default Response Set,Anonymous,,,86.94.85.16,0,2020-04-17T05:33:06Z,2020-04-17T06:07:20Z,1,4,0.66666666666667,0.25819888974716,5,0.71428571428571,0.26726124191242,1,1,0,7,7,7,7,7,0,7,7,5,5,6,6,5,5,5,5,5,6,6,6,5,5,5,5,5,3,3,3,3,4,4,5,5,3,5,5,2,2,4,3,3,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,1,1,1,1,3,4,2,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,4,5,5,6,4,4,6,4,4,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,6,4,3,2,5,5,84,,1,Tweede,8,Juni,"0,027",0.05,100 minuten,24 dagen,7,65,0,3,,1,51.194900512695,5.8578948974609,-1
R_2abhjPCBdJRQxOX,Default Response Set,Anonymous,,,81.205.37.138,0,2020-04-17T05:58:09Z,2020-04-17T06:10:45Z,1,0,0,0,6.5,0.8125,0.25877458475338,1,1,0,0,1,7,7,2,3,0,1,1,1,1,1,5,5,5,5,5,4,4,5,1,3,1,1,3,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,Covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Weet ik niet,2,1,2,2,1,1,4,2,3,1,1,2,3,4,3,1,2,4,4,3,2,1,4,2,3,1,4,1,5,1,5,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,1,7,1,1,5,5,96,,1,Eerste,8,Emily,30,5ct,5min,47 dagen,6,35,0,4,,1,50.976303100586,5.8329925537109,-1
R_1eM3UG34kxYOq7K,Default Response Set,Anonymous,,,94.209.7.215,0,2020-04-17T05:02:44Z,2020-04-17T06:11:06Z,1,3.5,0.7,0.27386127875258,6,0.75,0.26726124191242,1,1,5,7,6,7,7,6,6,5,4,5,6,5,6,7,6,6,6,6,6,6,6,4,4,5,4,5,4,4,6,5,4,4,5,5,4,6,4,5,6,4,5,5,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,3,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,5,6,6,6,6,5,4,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,5,6,4,2,4,95,,1,1,8,niet genoeg informatie om dit vast te kunnen stellen,"0,027","0,1",100,47,6,30,0,5,,1,52.07080078125,4.3079986572266,-1
R_2qmC4lxy97o0JfP,Default Response Set,Anonymous,,,80.56.234.247,0,2020-04-17T06:05:29Z,2020-04-17T06:18:01Z,1,1,0.5,0,2.5,0.625,0.25,1,1,0,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,brabant,3,3,3,3,1,1,1,2,3,4,1,3,2,4,2,1,3,4,1,3,2,4,1,2,4,3,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,6,6,6,4,3,3,85,,2,,,,,,,,NA,44,0,5,,1,53.261093139648,5.7649993896484,-1
R_1IWM5mBIwppMZ6p,Default Response Set,Anonymous,,,213.127.90.62,0,2020-04-17T06:23:34Z,2020-04-17T06:34:48Z,1,2,0.66666666666667,0.28867513459481,6.5,0.8125,0.25877458475338,1,1,1,5,2,3,1,0,2,1,2,3,3,5,6,4,4,5,6,4,6,5,4,3,5,6,4,3,5,5,3,6,4,5,3,7,3,4,5,4,5,6,3,4,Covid19,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,loon op zand,2,1,2,3,1,1,3,1,2,4,2,3,1,4,3,2,4,1,3,2,1,4,3,4,1,2,6,6,5,4,3,4,7,4,4,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,4,5,5,3,5,5,86,,1,tweede,8,juni,2700,10 cent,100,24,5,35,0,3,,1,52.367202758789,4.9179992675781,-1
R_e3gMun9fxrBXWjn,Default Response Set,Anonymous,,,195.240.131.26,0,2020-04-17T06:20:00Z,2020-04-17T06:45:19Z,1,1,0.5,0,6.5,0.8125,0.25877458475338,1,1,5,5,3,4,4,3,3,6,5,4,4,4,4,4,3,4,4,5,5,4,4,4,5,5,5,3,5,5,3,3,6,5,5,6,4,4,5,4,4,2,6,4,Covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Uden,2,1,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,5,4,3,5,5,4,4,3,4,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,99,99,5,2,1,2,5,5,83,,1,Eerste,8,Emily,0.9,0.10,100 min,47 dagen,5,19,1,4,,1,51.960098266602,5.8659057617188,-1
R_OwjlqBL3tIwSBX3,Default Response Set,Anonymous,,,213.127.76.215,0,2020-04-17T06:46:56Z,2020-04-17T06:51:51Z,1,3,0.75,0.28867513459481,4.5,0.75,0.27386127875258,1,1,3,2,2,0,2,4,6,6,6,3,3,2,2,4,5,6,4,4,3,1,5,3,3,3,3,3,4,5,6,6,3,5,4,2,1,2,5,2,3,5,4,2,Covid 19,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Tilburg,3,2,2,2,1,1,1,2,3,4,1,3,2,4,1,3,2,4,1,2,4,3,1,3,2,4,5,4,3,5,7,4,5,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,4,3,4,4,3,3,82,,1,Tweede,7,Juni,900,"0,10",100 minuten,48,5,36,0,4,,1,51.726593017578,5.3076934814453,-1
R_DocSMmV7XUE2xy1,Default Response Set,Anonymous,,,213.127.115.221,0,2020-04-17T06:54:03Z,2020-04-17T07:01:22Z,1,0,0,0,5.5,0.78571428571429,0.26726124191242,1,1,0,3,3,4,5,0,7,6,7,2,3,5,2,3,5,4,3,4,3,4,4,3,4,3,2,4,2,4,4,5,3,2,3,3,5,4,3,1,3,4,3,7,Covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,1,1,2,2,1,1,1,2,3,4,1,2,3,4,1,3,2,4,4,1,2,3,4,1,3,2,4,3,7,6,5,6,4,6,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,99,0,4,5,3,2,4,4,82,,1,Pvda,8,Juni,2700,10 cent,?,Lang,6,20,0,4,,1,52.344100952148,4.8782043457031,-1
